ts,prompt_id,variant,compression_mode,compression_outcome,compression_rejection_reason,compression_valid,logit_entropy,gap_state_to_candidates,operator_strength,risk_score,candidate_coherence,candidate_variance,degeneracy_ratio_topk,degenerate,topk_overlap_vs_raw,top1_match_vs_raw,rank_correlation_vs_raw,raw_token_count,attempted_token_count,effective_token_count,token_delta,attempted_token_delta,attempted_tokens_saved,tokens_saved,compression_ratio,delta_vs_raw_logit_entropy,delta_vs_raw_gap_state_to_candidates,delta_vs_raw_candidate_coherence,delta_vs_raw_degeneracy_ratio_topk
20260308T124512Z,p03_who_was_the_president_of_france_in_1,compressed_vectorized_proxy_pca1,raw_fallback,raw_fallback,coverage_below_threshold,True,4.237093925476074,2.590630292892456,2.513711452484131,1.0,0.909390711428833,0.008578291922625757,0.4,False,0.0,False,,10,9,27,-17.0,1.0,1,-17.0,2.7,-1.9132533073425293,-4.224205732345581,0.23663306800803363,-0.6
20260308T124512Z,p04_if_all_roses_are_flowers_and_some_fl,raw,none,none,,True,4.916565895080566,8.636602401733398,8.530171394348145,1.0,0.43276177710507296,0.013001633546488256,0.9,True,1.0,True,1.0,19,,19,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0
20260308T124512Z,p04_if_all_roses_are_flowers_and_some_fl,compressed,compressed,compressed_shorter,,True,5.205121994018555,6.536868572235107,6.399002552032471,1.0,0.9189774464078337,0.0040880701031274416,0.9,True,0.5555555555555556,True,-0.1428571428571428,19,11,10,9.0,12.0,12,9.0,0.5263157894736842,0.2885560989379883,-2.099733829498291,0.4862156693027608,0.0
20260308T124512Z,p04_if_all_roses_are_flowers_and_some_fl,compressed_vectorized_proxy_mean,compressed,compressed_shorter,,True,0.7638791799545288,8.13436508178711,7.980469226837158,1.0,0.8231750770290751,0.009489005181518906,0.9,True,0.1111111111111111,False,,19,11,20,-1.0,12.0,12,-1.0,1.0526315789473684,-4.152686715126038,-0.5022373199462891,0.39041329992400214,0.0
20260308T124512Z,p04_if_all_roses_are_flowers_and_some_fl,compressed_vectorized_proxy_attn_weighted,compressed,compressed_shorter,,True,0.7638791799545288,8.13436508178711,7.980469226837158,1.0,0.8231750770290751,0.009489005181518906,0.9,True,0.1111111111111111,False,,19,11,20,-1.0,12.0,12,-1.0,1.0526315789473684,-4.152686715126038,-0.5022373199462891,0.39041329992400214,0.0
20260308T124512Z,p04_if_all_roses_are_flowers_and_some_fl,compressed_vectorized_proxy_pca1,compressed,compressed_shorter,,True,1.3754441738128662,3.6236884593963623,3.4974417686462402,1.0,0.5100105092100427,0.00784292227122476,0.9,True,0.1111111111111111,False,-7.0,19,11,20,-1.0,12.0,12,-1.0,1.0526315789473684,-3.5411217212677,-5.012913942337036,0.07724873210496969,0.0
20260308T124512Z,p05_summarize_the_sentence_the_quick_bro,raw,none,none,,True,2.8439908027648926,3.0544755458831787,2.9267523288726807,1.0,0.43785981534348517,0.010422925641454679,1.0,True,1.0,True,1.0,19,,19,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0
20260308T124512Z,p05_summarize_the_sentence_the_quick_bro,compressed,raw_fallback,raw_fallback,coverage_below_threshold,True,2.8439908027648926,3.0544755458831787,2.9267523288726807,1.0,0.43785981534348517,0.010422925641454679,1.0,True,1.0,True,1.0,19,5,19,0.0,15.0,15,0.0,1.0,0.0,0.0,0.0,0.0
20260308T124512Z,p05_summarize_the_sentence_the_quick_bro,compressed_vectorized_proxy_mean,raw_fallback,raw_fallback,coverage_below_threshold,True,3.1595816612243652,6.098185062408447,5.907309055328369,1.0,0.9310616230093853,0.005622813892436542,0.7,False,0.1,False,,19,5,20,-1.0,15.0,15,-1.0,1.0526315789473684,0.31559085845947266,3.0437095165252686,0.49320180766590016,-0.30000000000000004
20260308T124512Z,p05_summarize_the_sentence_the_quick_bro,compressed_vectorized_proxy_attn_weighted,raw_fallback,raw_fallback,coverage_below_threshold,True,3.1595816612243652,6.098185062408447,5.907309055328369,1.0,0.9310616230093853,0.005622813892436542,0.7,False,0.1,False,,19,5,20,-1.0,15.0,15,-1.0,1.0526315789473684,0.31559085845947266,3.0437095165252686,0.49320180766590016,-0.30000000000000004
20260308T124512Z,p05_summarize_the_sentence_the_quick_bro,compressed_vectorized_proxy_pca1,raw_fallback,raw_fallback,coverage_below_threshold,True,1.6952250003814697,7.279200553894043,7.183713436126709,1.0,0.6771254499941639,0.010478648750731403,0.7,False,0.2,False,-73.0,19,5,20,-1.0,15.0,15,-1.0,1.0526315789473684,-1.1487658023834229,4.224725008010864,0.23926563465067874,-0.30000000000000004
20260308T124512Z,p06_translate_good_night_to_spanish,raw,none,none,,True,3.9336752891540527,2.079526662826538,2.0130856037139893,1.0,0.7892964228290683,0.006835886602761786,1.0,True,1.0,True,1.0,9,,9,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0
20260308T124512Z,p06_translate_good_night_to_spanish,compressed,raw_fallback,compressed_longer_rejected,non_compressive_or_expansive,True,3.9336752891540527,2.079526662826538,2.0130856037139893,1.0,0.7892964228290683,0.006835886602761786,1.0,True,1.0,True,1.0,9,9,9,0.0,-1.0,-1,0.0,1.0,0.0,0.0,0.0,0.0
20260308T124512Z,p06_translate_good_night_to_spanish,compressed_vectorized_proxy_mean,raw_fallback,compressed_longer_rejected,non_compressive_or_expansive,True,2.0356273651123047,6.426921367645264,6.244587421417236,1.0,0.9546589414251678,0.004590238751574435,0.9,True,0.2222222222222222,False,-12.0,9,9,20,-11.0,-1.0,-1,-11.0,2.2222222222222223,-1.898047924041748,4.347394704818726,0.16536251859609952,-0.09999999999999998
20260308T124512Z,p06_translate_good_night_to_spanish,compressed_vectorized_proxy_attn_weighted,raw_fallback,compressed_longer_rejected,non_compressive_or_expansive,True,2.0356273651123047,6.426921367645264,6.244587421417236,1.0,0.9546589414251678,0.004590238751574435,0.9,True,0.2222222222222222,False,-12.0,9,9,20,-11.0,-1.0,-1,-11.0,2.2222222222222223,-1.898047924041748,4.347394704818726,0.16536251859609952,-0.09999999999999998
20260308T124512Z,p06_translate_good_night_to_spanish,compressed_vectorized_proxy_pca1,raw_fallback,compressed_longer_rejected,non_compressive_or_expansive,True,2.483853340148926,3.6496212482452393,3.494391918182373,1.0,0.6631578624751152,0.013466301014180398,0.9,True,0.4444444444444444,False,-2.7,9,9,21,-12.0,-1.0,-1,-12.0,2.3333333333333335,-1.449821949005127,1.5700945854187012,-0.1261385603539531,-0.09999999999999998
20260308T124512Z,p07_write_a_short_python_function_that_r,raw,none,none,,True,2.6912214756011963,8.742573738098145,8.584917068481445,1.0,0.8277931342791292,0.007741204384362309,0.9,True,1.0,True,1.0,14,,14,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0
20260308T124512Z,p07_write_a_short_python_function_that_r,compressed,raw_fallback,compressed_longer_rejected,non_compressive_or_expansive,True,2.6912214756011963,8.742573738098145,8.584917068481445,1.0,0.8277931342791292,0.007741204384362309,0.9,True,1.0,True,1.0,14,68,14,0.0,-49.0,-49,0.0,1.0,0.0,0.0,0.0,0.0
20260308T124512Z,p07_write_a_short_python_function_that_r,compressed_vectorized_proxy_mean,raw_fallback,compressed_longer_rejected,non_compressive_or_expansive,True,3.546402931213379,6.342060089111328,6.163906097412109,1.0,0.9553132432098342,0.0049450466300549455,0.8,True,0.1,False,,14,68,20,-6.0,-49.0,-49,-6.0,1.4285714285714286,0.8551814556121826,-2.4005136489868164,0.1275201089307051,-0.09999999999999998
20260308T124512Z,p07_write_a_short_python_function_that_r,compressed_vectorized_proxy_attn_weighted,raw_fallback,compressed_longer_rejected,non_compressive_or_expansive,True,3.546402931213379,6.342060089111328,6.163906097412109,1.0,0.9553132432098342,0.0049450466300549455,0.8,True,0.1,False,,14,68,20,-6.0,-49.0,-49,-6.0,1.4285714285714286,0.8551814556121826,-2.4005136489868164,0.1275201089307051,-0.09999999999999998
20260308T124512Z,p07_write_a_short_python_function_that_r,compressed_vectorized_proxy_pca1,raw_fallback,compressed_longer_rejected,non_compressive_or_expansive,True,6.488296031951904,4.788979530334473,4.684803485870361,1.0,0.34894170973026056,0.018216556207525582,0.3,False,0.1,False,,14,68,20,-6.0,-49.0,-49,-6.0,1.4285714285714286,3.797074556350708,-3.953594207763672,-0.4788514245488686,-0.6000000000000001
20260308T124512Z,p08_explain_why_the_statement_all_swans_,raw,none,none,,True,2.655712366104126,4.120472431182861,4.034493446350098,1.0,0.7972607644681601,0.008157507719451113,0.9,True,1.0,True,1.0,17,,17,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0
20260308T124512Z,p08_explain_why_the_statement_all_swans_,compressed,compressed,compressed_shorter,,True,4.11910343170166,5.642062187194824,5.506698131561279,1.0,0.9717110815569358,0.0029485659320729798,0.9,True,0.0,False,,17,16,18,-1.0,2.0,2,-1.0,1.0588235294117647,1.4633910655975342,1.521589756011963,0.17445031708877567,0.0
20260308T124512Z,p08_explain_why_the_statement_all_swans_,compressed_vectorized_proxy_mean,compressed,compressed_shorter,,True,4.240479469299316,7.448915481567383,7.3685736656188965,1.0,0.9228745226408126,0.007692486625304178,0.3,False,0.0,False,,17,16,21,-4.0,2.0,2,-4.0,1.2352941176470589,1.5847671031951904,3.3284430503845215,0.12561375817265252,-0.6000000000000001
20260308T124512Z,p08_explain_why_the_statement_all_swans_,compressed_vectorized_proxy_attn_weighted,compressed,compressed_shorter,,True,4.240479469299316,7.448915481567383,7.3685736656188965,1.0,0.9228745226408126,0.007692486625304178,0.3,False,0.0,False,,17,16,21,-4.0,2.0,2,-4.0,1.2352941176470589,1.5847671031951904,3.3284430503845215,0.12561375817265252,-0.6000000000000001
20260308T124512Z,p08_explain_why_the_statement_all_swans_,compressed_vectorized_proxy_pca1,compressed,compressed_shorter,,True,2.9142026901245117,3.072942018508911,2.955922842025757,1.0,0.7673270280363804,0.007959521589102608,0.7,False,0.3,False,-6.25,17,16,20,-3.0,2.0,2,-3.0,1.1764705882352942,0.25849032402038574,-1.0475304126739502,-0.029933736431779656,-0.20000000000000007
