ts,prompt_id,variant,compression_mode,compression_outcome,compression_rejection_reason,compression_valid,logit_entropy,gap_state_to_candidates,operator_strength,risk_score,candidate_coherence,candidate_variance,degeneracy_ratio_topk,degenerate,topk_overlap_vs_raw,top1_match_vs_raw,rank_correlation_vs_raw,raw_token_count,attempted_token_count,effective_token_count,token_delta,attempted_token_delta,attempted_tokens_saved,tokens_saved,compression_ratio,delta_vs_raw_logit_entropy,delta_vs_raw_gap_state_to_candidates,delta_vs_raw_candidate_coherence,delta_vs_raw_degeneracy_ratio_topk
20260308T142252Z,hallucination_02,raw,none,none,,True,4.849016189575195,7.889267921447754,7.765988826751709,1.0,0.5430250185086309,0.01166645578141057,0.8,True,1.0,True,1.0,10,,10,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0
20260308T142252Z,hallucination_02,compressed,raw_fallback,raw_fallback,recall_anchor_lost,True,4.849016189575195,7.889267921447754,7.765988826751709,1.0,0.5430250185086309,0.01166645578141057,0.8,True,1.0,True,1.0,10,11,10,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0
20260308T142252Z,hallucination_03,raw,none,none,,True,4.648830413818359,7.34814977645874,7.227925777435303,1.0,0.5059359406219052,0.012632479610336124,0.6,False,1.0,True,1.0,14,,14,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0
20260308T142252Z,hallucination_03,compressed,raw_fallback,compressed_longer_rejected,non_compressive_or_expansive,True,4.648830413818359,7.34814977645874,7.227925777435303,1.0,0.5059359406219052,0.012632479610336124,0.6,False,1.0,True,1.0,14,15,14,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
20260308T142252Z,random_baseline_math_01,raw,none,none,,True,5.439230918884277,4.340381145477295,4.204257965087891,1.0,0.8272994570951631,0.007741502684313563,0.8,True,1.0,True,1.0,22,,22,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0
20260308T142252Z,random_baseline_math_01,compressed,raw_fallback,compressed_longer_rejected,non_compressive_or_expansive,True,5.439230918884277,4.340381145477295,4.204257965087891,1.0,0.8272994570951631,0.007741502684313563,0.8,True,1.0,True,1.0,22,35,22,0.0,-10.0,-10,0.0,1.0,0.0,0.0,0.0,0.0
20260308T142252Z,random_baseline_recall_01,raw,none,none,,True,4.965365409851074,7.982873439788818,7.843663692474365,1.0,0.6600122104723701,0.01099731711955449,0.7,False,1.0,True,1.0,10,,10,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0
20260308T142252Z,random_baseline_recall_01,compressed,raw_fallback,raw_fallback,coverage_below_threshold,True,4.965365409851074,7.982873439788818,7.843663692474365,1.0,0.6600122104723701,0.01099731711955449,0.7,False,1.0,True,1.0,10,11,10,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0
20260308T142252Z,random_baseline_degeneracy_01,raw,none,none,,True,4.770285606384277,1.4712872505187988,1.373818039894104,0.8649126636477281,0.881947985273281,0.007223608571504362,1.0,True,1.0,True,1.0,19,,19,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0
20260308T142252Z,random_baseline_degeneracy_01,compressed,raw_fallback,raw_fallback,coverage_below_threshold,True,4.770285606384277,1.4712872505187988,1.373818039894104,0.8649126636477281,0.881947985273281,0.007223608571504362,1.0,True,1.0,True,1.0,19,25,19,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0
